MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,RM,47.0,4608,Reg,Corner,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,747,747,TA,Y,SBrkr,747,0,747,0,0,1,0,2,1,TA,4,0,Attchd,1945.0,Unf,220,TA,TA,Y,0,0,6,2010,WD,Normal,80000
50,RL,81.0,15593,Reg,Corner,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,701,1304,TA,Y,SBrkr,1304,983,2287,0,0,2,0,3,1,TA,7,1,Attchd,1953.0,Fin,667,TA,TA,Y,0,21,7,2006,WD,Normal,225000
20,RL,95.0,13651,IR1,Inside,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,343,2223,Ex,Y,SBrkr,2223,0,2223,1,0,2,0,3,1,TA,8,2,Attchd,1973.0,Fin,516,TA,TA,Y,300,0,2,2007,WD,Normal,244000
20,RL,69.0,7599,Reg,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,280,845,TA,Y,SBrkr,845,0,845,1,0,1,0,2,1,TA,4,0,Detchd,1987.0,Unf,360,TA,TA,Y,0,0,6,2007,WD,Normal,129500
60,RL,74.0,10141,IR1,Corner,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,832,832,Gd,Y,SBrkr,885,833,1718,0,0,2,1,3,1,TA,7,1,Attchd,1998.0,Fin,427,TA,TA,Y,0,94,12,2009,WD,Normal,185000
20,RL,85.0,10200,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,404,1086,Gd,Y,SBrkr,1086,0,1086,1,0,1,0,3,1,TA,6,0,Attchd,1989.0,Unf,490,TA,TA,Y,0,0,5,2010,WD,Normal,144900
50,RM,60.0,5790,Reg,Corner,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,840,840,Gd,N,SBrkr,840,765,1605,0,0,2,0,3,2,TA,8,0,Detchd,1915.0,Unf,379,TA,TA,Y,0,0,5,2010,WD,Normal,107400
180,RM,21.0,1596,Reg,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,0,462,TA,Y,SBrkr,526,462,988,1,0,1,0,2,1,TA,5,0,BuiltIn,1973.0,Unf,297,TA,TA,Y,120,101,11,2009,WD,Normal,91000
20,RL,,8475,IR1,Inside,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,724,952,Ex,Y,FuseA,952,0,952,0,0,1,0,2,1,TA,4,0,Detchd,1956.0,Unf,283,TA,TA,Y,0,0,4,2008,WD,Normal,135750
50,RM,50.0,8635,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,295,672,TA,Y,SBrkr,1072,213,1285,1,0,1,0,2,1,TA,6,0,Detchd,1948.0,Unf,240,TA,TA,Y,0,0,1,2008,WD,Normal,127000
90,RL,72.0,10778,Reg,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,1768,1768,TA,N,SBrkr,1768,0,1768,0,0,2,0,4,2,TA,8,0,,,,0,,,Y,0,0,4,2010,WD,Normal,136500
50,RM,60.0,10440,Reg,Corner,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,440,440,Gd,Y,SBrkr,682,548,1230,0,0,1,1,2,1,TA,5,0,Detchd,1966.0,Unf,440,TA,TA,Y,74,0,5,2009,WD,Normal,110000
60,RL,100.0,13000,Reg,Corner,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,448,896,TA,Y,SBrkr,1182,960,2142,0,0,2,1,4,1,Gd,8,1,Attchd,1968.0,Fin,509,TA,TA,Y,0,72,6,2009,WD,Normal,193500
120,RM,32.0,4500,Reg,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,36,1237,Ex,Y,SBrkr,1337,0,1337,1,0,2,0,2,1,TA,5,0,Attchd,1998.0,Fin,405,TA,TA,Y,0,199,3,2006,WD,Normal,153500
20,RL,78.0,10206,Reg,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,1530,1563,Ex,Y,SBrkr,1563,0,1563,0,0,2,0,3,1,Gd,6,1,Attchd,2007.0,RFn,758,TA,TA,Y,144,99,10,2008,WD,Normal,245000
20,RL,80.0,8892,IR1,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,1065,1065,Gd,Y,SBrkr,1065,0,1065,0,0,1,1,3,1,TA,6,0,Detchd,1974.0,Unf,461,TA,TA,Y,74,0,7,2007,COD,Normal,126500
80,RL,,8530,IR1,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,384,384,Gd,Y,SBrkr,804,670,1474,0,0,2,1,3,1,TA,7,1,BuiltIn,1995.0,Fin,400,TA,TA,Y,120,72,5,2009,WD,Normal,168500
60,RL,121.0,16059,Reg,Corner,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,1288,1288,Ex,Y,SBrkr,1301,1116,2417,0,0,2,1,4,1,Gd,9,1,Attchd,1991.0,Unf,462,TA,TA,Y,127,82,4,2006,WD,Normal,260000
60,RL,122.0,11911,IR2,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,684,684,Ex,Y,SBrkr,684,876,1560,0,0,2,1,3,1,Gd,6,1,BuiltIn,2005.0,Fin,400,TA,TA,Y,100,38,3,2009,WD,Normal,174000
160,FV,40.0,3951,Reg,Corner,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,612,612,Ex,Y,SBrkr,612,612,1224,0,0,2,1,2,1,Gd,4,0,Detchd,2009.0,RFn,528,TA,TA,Y,0,234,6,2009,New,Partial,164500
50,C (all),105.0,8470,IR1,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,1013,1013,TA,N,SBrkr,1013,0,1526,0,0,1,0,2,1,Fa,6,0,,,,0,,,N,0,0,10,2009,ConLD,Abnorml,85000
20,RL,60.0,8070,Reg,Inside,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,402,990,Ex,Y,SBrkr,990,0,990,1,0,1,0,3,1,TA,5,0,,,,0,,,Y,0,0,8,2007,WD,Normal,123600
20,RL,60.0,7200,Reg,Inside,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0,0,0,TA,Y,FuseA,1040,0,1040,0,0,1,0,2,1,TA,4,0,Detchd,1950.0,Unf,420,TA,TA,Y,0,29,7,2006,WD,Normal,109900
20,RL,85.0,8500,Reg,Inside,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,635,1235,TA,Y,SBrkr,1235,0,1235,0,0,1,0,2,1,TA,6,0,Attchd,1961.0,Unf,480,TA,TA,Y,0,0,12,2006,WD,Abnorml,98600
30,RL,80.0,13360,IR1,Inside,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,163,876,Ex,Y,SBrkr,964,0,964,1,0,1,0,2,1,TA,5,0,Detchd,1921.0,Unf,432,TA,TA,Y,0,0,8,2009,WD,Normal,163500
190,C (all),60.0,7200,Reg,Corner,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,168,1214,Ex,N,SBrkr,1260,1031,2291,0,1,2,0,4,2,TA,9,1,Detchd,1900.0,Unf,506,TA,TA,Y,0,0,11,2007,WD,Normal,133900
60,RL,69.0,9337,IR1,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,176,824,Ex,Y,SBrkr,905,881,1786,1,0,2,1,3,1,Gd,7,0,Attchd,1997.0,RFn,684,TA,TA,Y,0,162,5,2007,WD,Normal,204750
60,RL,,9765,IR2,Corner,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,370,680,Gd,Y,SBrkr,680,790,1470,0,0,2,1,3,1,TA,6,1,BuiltIn,1993.0,Fin,420,TA,TA,Y,232,63,4,2009,WD,Normal,185000
20,RL,78.0,10264,IR1,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,426,1588,Ex,Y,SBrkr,1588,0,1588,0,0,2,0,3,1,Gd,6,0,Attchd,1999.0,RFn,472,TA,TA,Y,158,29,8,2006,WD,Normal,214000
20,RL,73.0,10921,Reg,Inside,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,440,960,TA,Y,FuseF,960,0,960,1,0,1,0,3,1,TA,6,0,Attchd,1965.0,Fin,432,TA,TA,P,120,0,5,2007,WD,Normal,94750
30,RL,85.0,10625,Reg,Corner,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,350,458,Fa,N,SBrkr,835,0,835,0,0,1,0,2,1,TA,5,0,Basment,1920.0,Unf,366,Fa,TA,Y,0,0,5,2010,COD,Abnorml,83000
20,RL,77.0,9320,IR1,Inside,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,381,950,Fa,Y,SBrkr,1225,0,1225,1,0,1,1,3,1,TA,6,0,,,,0,,,Y,352,0,1,2010,WD,Normal,128950
20,RL,,10603,IR1,Inside,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,410,1610,Gd,Y,SBrkr,1610,0,1610,1,0,2,0,3,1,Gd,6,2,Attchd,1977.0,RFn,480,TA,TA,Y,168,68,2,2010,WD,Normal,205000
60,RL,77.0,9206,Reg,Inside,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,741,741,TA,Y,SBrkr,977,755,1732,0,0,2,1,3,1,Gd,7,1,Attchd,1985.0,Fin,476,TA,TA,Y,192,46,6,2010,WD,Normal,178000
90,RL,64.0,7018,Reg,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,,,,,0,0,0,TA,Y,SBrkr,1535,0,1535,0,0,2,0,4,2,TA,8,0,Attchd,1979.0,Unf,410,TA,TA,Y,0,0,6,2009,WD,Alloca,118964
20,RL,94.0,10402,IR1,Corner,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,1226,1226,Ex,Y,SBrkr,1226,0,1226,0,0,2,0,3,1,Gd,6,0,Attchd,2009.0,RFn,740,TA,TA,Y,0,36,5,2010,WD,Normal,198900
50,RM,,7758,Reg,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,816,1040,Ex,Y,FuseF,1226,592,1818,0,0,1,1,4,1,TA,7,2,Detchd,1951.0,Unf,240,TA,TA,Y,0,0,6,2007,WD,Normal,169500
60,FV,75.0,9375,Reg,Inside,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,1053,1053,Ex,Y,SBrkr,1053,939,1992,0,0,2,1,3,1,Gd,9,1,Attchd,2003.0,RFn,648,TA,TA,Y,140,45,8,2008,WD,Normal,250000
30,RM,60.0,10800,Reg,Inside,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,641,641,Gd,Y,SBrkr,1047,0,1047,0,0,1,0,2,1,TA,6,0,Detchd,1954.0,Unf,273,Fa,Fa,N,0,0,8,2007,WD,Normal,100000
20,RM,50.0,6000,Reg,Inside,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,516,789,Ex,Y,SBrkr,789,0,789,0,0,1,0,2,1,TA,5,0,Detchd,1948.0,Unf,250,TA,TA,Y,0,0,4,2008,WD,Partial,115000
50,RM,85.0,8500,Reg,Corner,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,793,793,TA,N,FuseF,997,520,1517,0,0,2,0,3,1,Fa,7,0,,,,0,,,N,0,0,8,2007,WD,Normal,115000
20,RL,105.0,11751,IR1,Inside,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,1139,1844,Ex,Y,SBrkr,1844,0,1844,0,0,2,0,3,1,TA,7,1,Attchd,1977.0,RFn,546,TA,TA,Y,0,122,1,2010,COD,Normal,190000
50,RL,75.0,9525,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,550,994,Gd,Y,SBrkr,1216,639,1855,0,0,2,0,4,1,TA,7,0,Attchd,1954.0,Unf,325,TA,TA,Y,182,0,10,2006,WD,Normal,136900
80,RL,,7750,IR1,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,134,384,Ex,Y,SBrkr,774,656,1430,0,0,2,1,3,1,TA,7,1,BuiltIn,2000.0,Fin,400,TA,TA,Y,180,0,4,2010,WD,Normal,180000
60,RL,77.0,9965,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,280,1264,Ex,Y,SBrkr,1282,1414,2696,1,0,2,1,4,1,Ex,10,1,BuiltIn,2007.0,Fin,792,TA,TA,Y,120,184,10,2007,New,Partial,383970
20,RL,,21000,Reg,Corner,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,905,1809,TA,Y,SBrkr,2259,0,2259,1,0,2,0,3,1,Gd,7,2,Basment,1953.0,Unf,450,TA,TA,Y,166,120,10,2007,COD,Abnorml,217000
70,RL,61.0,7259,IR1,Inside,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,104,1028,Ex,Y,SBrkr,1436,884,2320,1,0,2,1,3,1,Gd,9,1,Detchd,1945.0,Unf,180,TA,TA,Y,224,0,7,2007,WD,Normal,259500
160,FV,34.0,3230,Reg,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,310,729,Gd,Y,SBrkr,729,729,1458,0,0,2,1,2,1,TA,5,1,Detchd,1999.0,Unf,440,TA,TA,Y,0,32,6,2007,WD,Normal,176000
20,RL,,11616,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170,252,1092,TA,Y,SBrkr,1092,0,1092,0,1,1,0,3,1,TA,6,1,Attchd,1962.0,Unf,288,TA,TA,Y,0,20,9,2009,WD,Normal,139000
20,RL,74.0,8536,Reg,Corner,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,1125,1125,Gd,Y,SBrkr,1125,0,1125,0,0,1,1,2,1,TA,5,0,Attchd,2007.0,Unf,430,TA,TA,Y,80,64,4,2007,New,Partial,155000
60,RL,90.0,12376,Reg,Corner,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,203,1673,Gd,Y,SBrkr,1699,1523,3222,1,0,3,0,5,1,Gd,11,2,Attchd,1990.0,Unf,594,TA,TA,Y,367,0,5,2010,WD,Normal,320000
60,RL,65.0,8461,Reg,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,728,728,Ex,Y,SBrkr,728,728,1456,0,0,2,1,3,1,Gd,8,1,Attchd,2005.0,Fin,390,TA,TA,Y,0,24,7,2006,New,Partial,163990
80,RL,,21453,IR1,CulDSac,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,0,938,Ex,Y,SBrkr,988,0,988,1,0,1,0,1,1,TA,4,2,Attchd,1969.0,Unf,540,TA,TA,Y,0,130,10,2006,WD,Normal,180000
50,RM,50.0,6060,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,732,732,Gd,Y,SBrkr,772,351,1123,0,0,1,0,3,1,TA,4,0,Detchd,1979.0,Unf,264,TA,TA,P,0,0,6,2007,WD,Normal,100000
20,RL,75.0,9464,Reg,Corner,NAmes,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570,510,1080,Gd,Y,SBrkr,1080,0,1080,0,0,1,0,3,1,TA,5,0,Attchd,1958.0,Unf,288,TA,TA,Y,0,0,6,2008,WD,Normal,136000
120,RL,55.0,7892,Reg,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,899,1199,Ex,Y,SBrkr,1199,0,1199,0,0,2,0,2,1,Gd,5,0,Attchd,1993.0,RFn,530,TA,TA,Y,0,63,3,2008,WD,Normal,153900
20,RL,48.0,17043,IR1,CulDSac,NWAmes,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0,1362,1362,TA,Y,SBrkr,1586,0,1586,0,0,2,0,3,1,TA,7,1,Attchd,1979.0,Unf,435,TA,TA,Y,192,0,1,2009,WD,Normal,181000
190,RM,60.0,6780,Reg,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490,30,520,Gd,N,SBrkr,520,0,754,1,0,1,0,2,1,TA,5,0,,,,0,,,N,53,0,6,2006,WD,Normal,84500
120,RL,,4928,IR1,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,120,958,1078,TA,Y,SBrkr,958,0,958,0,0,2,0,2,1,TA,5,1,Attchd,1977.0,RFn,440,TA,TA,Y,0,205,2,2007,WD,Normal,128000
45,RM,55.0,4388,IR1,Inside,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,116,556,672,Ex,Y,SBrkr,840,0,840,0,0,1,0,3,1,TA,5,1,,,,0,,,N,0,0,6,2007,WD,Normal,87000
60,RL,69.0,7590,Reg,Inside,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,No,BLQ,512,148,660,TA,Y,SBrkr,660,688,1348,0,0,1,1,3,1,TA,6,1,Attchd,1966.0,RFn,453,TA,TA,Y,188,108,7,2006,WD,Normal,155000
20,RL,69.0,8973,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,567,413,1008,TA,Y,FuseA,1053,0,1053,0,1,1,1,3,1,Ex,6,0,2Types,1998.0,RFn,750,TA,TA,Y,0,80,7,2006,WD,Abnorml,150000
60,RL,88.0,14200,Reg,Corner,NAmes,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,445,479,924,Ex,Y,SBrkr,1216,941,2157,0,0,2,1,4,1,Gd,8,2,Attchd,1966.0,Fin,487,TA,TA,Y,105,66,5,2006,WD,Normal,226000
60,RL,,12224,IR1,Corner,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,297,992,Ex,Y,SBrkr,1022,1032,2054,1,0,2,1,3,1,Gd,7,1,BuiltIn,2000.0,RFn,390,TA,TA,Y,24,48,7,2009,WD,Normal,244000
20,RL,75.0,7388,Reg,Corner,NAmes,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405,658,1063,Gd,Y,SBrkr,1327,0,1327,1,0,1,0,3,1,Gd,7,0,Detchd,1974.0,Unf,624,TA,TA,Y,0,0,7,2007,WD,Normal,150750
20,RL,,6853,IR1,Inside,Timber,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005,262,1267,Ex,Y,SBrkr,1296,0,1296,1,0,2,0,2,1,Gd,6,0,Attchd,2001.0,Fin,471,TA,TA,Y,192,25,6,2009,WD,Normal,220000
20,RL,78.0,10335,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570,891,1461,Gd,Y,SBrkr,1721,0,1721,0,0,2,1,3,1,TA,7,1,Attchd,1968.0,RFn,440,TA,TA,Y,0,96,7,2006,WD,Normal,180000
20,RL,80.0,10400,Reg,Inside,NWAmes,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,0,1304,1304,Gd,Y,SBrkr,1682,0,1682,0,0,2,0,3,1,TA,7,1,Attchd,1970.0,Unf,530,TA,TA,Y,98,0,5,2008,WD,Normal,174000
20,RL,,10355,IR1,Corner,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,BLQ,695,519,1214,TA,Y,SBrkr,1214,0,1214,0,0,2,0,3,1,TA,5,1,Attchd,1967.0,RFn,318,TA,TA,Y,0,111,7,2007,WD,Normal,143000
90,RL,82.0,11070,Reg,Inside,Mitchel,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,0,1907,1907,Gd,Y,SBrkr,1959,0,1959,0,0,3,0,5,2,TA,9,0,2Types,1989.0,Unf,766,TA,TA,Y,0,0,7,2006,WD,Family,171000
60,RL,73.0,9066,IR1,Inside,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,336,1004,Ex,Y,SBrkr,1004,848,1852,0,0,2,1,3,1,Gd,7,2,Attchd,1999.0,Fin,660,TA,TA,Y,224,106,12,2008,WD,Normal,230000
